CSR [11:10],CSR [9:8],CSR [7:0],Address (Hex),Privilege,Name,L71,A71/H71,Width,Fields,Field Type,Reset value,Instruction Access,"Updated by
(direct write, not via instructions)","Output to 
(direct read)",Description,Risc-V Description,Note,Group,Shadow of,Access Enable,Disable Action,Reset Impl A,Reset Impl H,Field Access,bit63,bit62,bit61,bit60,bit59,bit58,bit57,bit56,bit55,bit54,bit53,bit52,bit51,bit50,bit49,bit48,bit47,bit46,bit45,bit44,bit43,bit42,bit41,bit40,bit39,bit38,bit37,bit36,bit35,bit34,bit33,bit32,bit31,bit30,bit29,bit28,bit27,bit26,bit25,bit24,bit23,bit22,bit21,bit20,bit19,bit18,bit17,bit16,bit15,bit14,bit13,bit12,bit11,bit10,bit09,bit08,bit07,bit06,bit05,bit04,bit03,bit02,bit01,bit00,Reset Impl L,L31,L30,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L09,L08,L07,L06,L05,L04,L03,L02,L01,L00
,,,0xc21,URO,vtype,-,vtype (misa.V==1),XLEN,"vill, vma, vta, vsew[2:0], and vlmul[2:0]",RO,0x80000000,misa.V==1 & mstatus.VS==1 ? URW: Reserved,,VPU,,Vector data type,"Spec: RISC-V ""V"" Vector Extension. When the vill bit is set, the other XLEN-1 bits shall be zero.",Vector,,mstatus.vs & misa.v,-,"{0,0,0,0,1}","{0,0,0,0,1}",Yes,vill,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,vma,vta,vsew,vsew,vsew,vlmul,vlmul,vlmul,-,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,vma,vta,vsew,vsew,vsew,vlmul,vlmul,vlmul
,,,0xc22,URO,vlenb,-,vlenb (misa.V==1),XLEN,lenb[XLEN-1:0],RO,16,misa.V==1 & mstatus.VS==1 ? URW: Reserved,,VPU,,VLEN/8 (vector register length in bytes),"Spec: RISC-V ""V"" Vector Extension",Vector,,mstatus.vs & misa.v,-,16,16,,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,-,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb,lenb
,,,...,URO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xc7f,URO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xc80,URO,cycleh,cycleh,-,32,cnt[31:0],RO,-,MODE==U? (scounteren.CY==1? URO: Reserved): MODE==S? (mcounteren.CY==1? SRO: Reserved): MRO,CSR mcycleh,-,"Not available for A71/H71.
Shadow of mcycleh.","Upper 32 bits of cycle, RV32 only.",,Counter/Timer,mcycleh,xcounteren.cy,-,-,-,No,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,-,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt
,,,0xc81,URO,timeh,timeh,-,32,cnt[31:0],RO,-,MODE==U? (scounteren.TM==1? URO: Reserved): MODE==S? (mcounteren.TM==1? SRO: Reserved): MRO,mtime[63:32],-,"Not available for A71/H71.
Shadow of mtime[63:32].","Upper 32 bits of time, RV32 only.",,Counter/Timer,mtime[63..32],xcounteren.tm,-,-,-,No,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,-,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt
,,,0xc82,URO,instreth,instreth,-,32,cnt[31:0],RO,-,MODE==U? (scounteren.IR==1? URO: Reserved): MODE==S? (mcounteren.IR==1? SRO: Reserved): MRO,CSR minstreth,-,"Not available for A71/H71.
Shadow of minstreth.","Upper 32 bits of instret, RV32 only.",,Counter/Timer,minstreth,xcounteren.ir,-,-,-,No,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,-,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt
,,,0xc83-0xc86,URO,hpmcounter<3-6>h,hpmcounter<3-6>h,-,32,cnt[31:0],RO,-,MODE==U? (scounteren.HPM<3-6>==1? URO: Reserved): MODE==S? (mcounteren.HPM<3-6>==1? SRO: Reserved): MRO,CSR mhpmcounter<3-6>h,-,"Not available for A71/H71.
Shadow of mhpmcounter<3-6>h.","Upper 32 bits of hpmcounter3, RV32 only.",,Counter/Timer,mhpmcounter<3-6>h,xcounteren.hpm,-,-,-,No,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,-,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt
,,,0xc87-0xc9f,URO,hpmcounter<7-31>h,ROZ,-,32,cnt[31:0],RO,-,UROZ,CSR mhpmcounter<7-31>h,-,"Not available for A71/H71.
Shadow of mhpmcounter<7-31>h.","Upper 32 bits of hpmcounter3, RV32 only.",,Counter/Timer,UROZ,~PCC.perms.ASR,-,-,-,No,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,-,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt,cnt
,,,...,URO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xcbf,URO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xcc0,URO Custom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,...,URO Custom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xcff,URO Custom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,01,00000000,0xd00,SRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,...,SRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xd7f,SRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xd80,SRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,...,SRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xdbf,SRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xdc0,SRO Custom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,...,SRO Custom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xdff,SRO Custom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10,00000000,0xe00,HRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,...,HRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xe12,HRO,hgeip,,,,,,,,,,,Hypervisor guest external interrupt pending.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,...,HRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xe7f,HRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xe80,HRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,...,HRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xebf,HRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xec0,HRO Custom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,...,HRO Custom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xeff,HRO Custom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,00000000,0xf00,MRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,...,MRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xf11,MRO,mvendorid,mvendorid,mvendorid,32,Bank Offset,RO,0x503,MRO,-,-,Preset value for build time.,Vendor ID providing the JEDEC manufacturer ID of the core.,,Machine Info,,,,0x503,0x503,,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,ofst,ofst,ofst,ofst,ofst,ofst,ofst,0x503,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,bank,ofst,ofst,ofst,ofst,ofst,ofst,ofst
,,,0xf12,MRO,marchid,marchid,marchid,MXLEN,Arch ID,RO,"A71: 0x8000_0000_0001_0505
H71: 0x8000_0000_0001_0405
L71: 0x8001_0005",MRO,-,-,"Preset value for build time.
L71 (no CHERI): 0x80000005
H71 (no CHERI): 0x800000000000405
A71 (no CHERI): 0x800000000000505
L71 (CHERI): 0x80010005
H71 (CHERI): 0x800000000010405
A71 (CHERI): 0x800000000010505",Architecture ID.,,Machine Info,,,,0x800000000010505l,0x800000000010405l,Yes,preset,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,wpri,vector,vector,vector,vector,wpri,wpri,wpri,wpri,cheri,cheri,cheri,cheri,fusa,fusa,fusa,fusa,archt,archt,archt,archt,wpri,wpri,wpri,wpri,obilix,obilix,obilix,obilix,0x80010005u,preset,wpri,wpri,wpri,vector,vector,vector,vector,wpri,wpri,wpri,wpri,cheri,cheri,cheri,cheri,fusa,fusa,fusa,fusa,archt,archt,archt,archt,wpri,wpri,wpri,wpri,obilix,obilix,obilix,obilix
,,,0xf13,MRO,mimpid,mimpid,mimpid,MXLEN,Implementation,RO,0x000,MRO,-,-,Preset value for build time.,Implementation ID providing a unique encoding of the version of the processor implementation,,Machine Info,,,,0x000,0x000,,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,0x000,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl,Impl
,,,0xf14,MRO,mhartid,mhartid,mhartid,MXLEN,Hart ID,RO,-,MRO,Input pin value,-,"Preset value for build time, driven from input pins.
H/L71: XLEN-bit input
A71: (XLEN-2)-bit input, bit[1:0] are core number.",Hardware thread ID.,,Machine Info,,,,-,-,,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,-,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart,hart
,,,0xf15,MRO,mconfigptr,mconfigptr,mconfigptr,MXLEN,mconfigptr,RO,-,MRO,Input pin value,,Reset not needed.,Pointer to configuration data structure.,,Machine Info,,,,-,-,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,...,MRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xf7f,MRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xf80,MRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,...,MRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xfbf,MRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xfc0,MRO Custom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,...,MRO Custom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0xfff,MRO Custom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CHERI_0x0,,PCC,,,,,URO,,URO,,,Extend PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CHERI_0x1,,DDC,,,,,URW,,URW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CHERI_0xc,,STCC,,,,,SRW,,PCC.perms.ASR==0?Reserved: SRW,,,Extend STVEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CHERI_0xd,,STDC,,,,,SRW,,PCC.perms.ASR==0?Reserved: SRW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CHERI_0xe,,SScratchC,,,,,SRW,,PCC.perms.ASR==0?Reserved: SRW,,,Extend SCRATCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CHERI_0xf,,SEPCC,,,,,SRW,,PCC.perms.ASR==0?Reserved: SRW,,,Extend SEPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CHERI_0x10,,DScratch0C,,,,,DRW,,PCC.perms.ASR==0?Reserved: DRW,,,Extend DSCRATCH0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CHERI_0x11,,DScratch1C,,,,,DRW,,PCC.perms.ASR==0?Reserved: DRW,,,Extend DSCRATCH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CHERI_0x1b,,DPCC,,,,,DRW,,PCC.perms.ASR==0?Reserved: DRW,,,Extend DPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CHERI_0x1c,,MTCC,,,,,MRW,,PCC.perms.ASR==0?Reserved: MRW,,,Extend MTVEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CHERI_0x1d,,MTDC,,,,,MRW,,PCC.perms.ASR==0?Reserved: MRW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CHERI_0x1e,,MScratchC,,,,,MRW,,PCC.perms.ASR==0?Reserved: MRW,,,Extend MSCRATCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CHERI_0x1f,,MEPCC,,,,,MRW,,PCC.perms.ASR==0?Reserved: MRW,,,Extend MEPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
